u,i,ts,label,idx
15,202,879484804.0,1,26703
15,298,879484804.0,1,26704
15,1461,879484804.0,1,26705
15,973,879484846.0,1,26706
15,267,879484846.0,1,26707
15,678,879484846.0,1,26708
15,698,879484846.0,1,26709
15,682,879484871.0,1,26710
15,557,879484871.0,1,26711
15,364,879484899.0,1,26712
15,90,879484899.0,1,26713
15,453,879484899.0,1,26714
15,432,879484918.0,1,26715
15,556,879484918.0,1,26716
15,797,879484948.0,1,26717
15,583,879484948.0,1,26718
15,1191,879484948.0,1,26719
15,162,879484948.0,1,26720
15,528,879484981.0,1,26721
15,504,879484981.0,1,26722
15,543,879484981.0,1,26723
15,232,879484981.0,1,26724
15,159,879485016.0,1,26725
15,1036,879485016.0,1,26726
15,616,879485016.0,1,26727
15,403,879485016.0,1,26728
15,685,879485048.0,1,26729
15,1558,879485048.0,1,26730
15,510,879485066.0,1,26731
15,97,879485089.0,1,26732
15,781,879485111.0,1,26733
15,778,879485111.0,1,26734
15,549,879485111.0,1,26735
15,14,879485134.0,1,26736
15,651,879485134.0,1,26737
15,55,879485165.0,1,26738
15,233,879485184.0,1,26739
15,487,879485203.0,1,26740
15,1092,879485204.0,1,26741
15,278,879485204.0,1,26742
15,80,879485221.0,1,26743
15,302,879485221.0,1,26744
15,293,879485250.0,1,26745
15,336,879485277.0,1,26746
15,445,879485277.0,1,26747
15,1320,879485278.0,1,26748
15,146,879485292.0,1,26749
15,15,879485318.0,1,26750
15,363,879485318.0,1,26751
15,614,879485319.0,1,26752
15,1149,879485352.0,1,26753
15,173,879485352.0,1,26754
15,1223,879485352.0,1,26755
15,607,879485352.0,1,26756
15,1062,879485372.0,1,26757
15,1019,879485372.0,1,26758
15,834,879485401.0,1,26759
15,16,879485401.0,1,26760
15,219,879485417.0,1,26761
354,511,879485423.0,1,26762
354,289,879485423.0,1,26763
354,890,879485423.0,1,26764
354,1607,879485423.0,1,26765
15,879,879485447.0,1,26766
15,42,879485447.0,1,26767
15,938,879485447.0,1,26768
15,286,879485475.0,1,26769
15,437,879485475.0,1,26770
15,981,879485475.0,1,26771
15,615,879485507.0,1,26772
15,193,879485507.0,1,26773
15,633,879485507.0,1,26774
354,1023,879485523.0,1,26775
354,1103,879485523.0,1,26776
354,60,879485523.0,1,26777
354,594,879485523.0,1,26778
15,124,879485532.0,1,26779
15,123,879485546.0,1,26780
15,369,879485589.0,1,26781
15,971,879485589.0,1,26782
15,1008,879485589.0,1,26783
15,833,879485608.0,1,26784
15,527,879485608.0,1,26785
15,23,879485623.0,1,26786
15,1110,879485659.0,1,26787
15,1485,879485659.0,1,26788
15,450,879485659.0,1,26789
15,458,879485685.0,1,26790
15,1077,879485685.0,1,26791
15,705,879485685.0,1,26792
15,1004,879485686.0,1,26793
15,953,879485686.0,1,26794
15,372,879485703.0,1,26795
15,968,879485718.0,1,26796
15,978,879485747.0,1,26797
354,116,879485760.0,1,26798
354,814,879485760.0,1,26799
354,1364,879485760.0,1,26800
15,1158,879485770.0,1,26801
15,1447,879485770.0,1,26802
15,525,879485814.0,1,26803
15,246,879485814.0,1,26804
15,1136,879485844.0,1,26805
354,824,879486421.0,1,26806
354,891,879486421.0,1,26807
354,1231,879486421.0,1,26808
354,1560,879486421.0,1,26809
354,104,879486422.0,1,26810
354,171,879486422.0,1,26811
354,269,879486422.0,1,26812
354,497,879486422.0,1,26813
354,98,879486422.0,1,26814
354,380,879486422.0,1,26815
354,652,879486529.0,1,26816
354,955,879486529.0,1,26817
354,223,879486529.0,1,26818
354,0,879486529.0,1,26819
354,568,879486529.0,1,26820
239,269,879488450.0,1,26821
599,1126,879510864.0,1,26822
599,177,879510904.0,1,26823
599,350,879510953.0,1,26824
138,723,879516961.0,1,26825
138,538,879516961.0,1,26826
138,161,879516986.0,1,26827
138,200,879517010.0,1,26828
138,431,879517010.0,1,26829
138,254,879517033.0,1,26830
138,482,879517062.0,1,26831
138,101,879517062.0,1,26832
138,229,879517062.0,1,26833
138,1118,879517082.0,1,26834
138,721,879517135.0,1,26835
138,329,879517136.0,1,26836
138,240,879517136.0,1,26837
138,12,879517136.0,1,26838
138,540,879517157.0,1,26839
138,866,879517157.0,1,26840
138,96,879517157.0,1,26841
138,31,879517193.0,1,26842
138,407,879517225.0,1,26843
138,244,879517247.0,1,26844
138,601,879517247.0,1,26845
138,821,879517271.0,1,26846
138,474,879517271.0,1,26847
138,148,879517271.0,1,26848
138,137,879517299.0,1,26849
138,102,879517299.0,1,26850
138,221,879517324.0,1,26851
138,105,879517324.0,1,26852
138,567,879517324.0,1,26853
138,174,879517348.0,1,26854
138,256,879517348.0,1,26855
138,216,879517348.0,1,26856
138,100,879517348.0,1,26857
138,57,879517372.0,1,26858
138,408,879517372.0,1,26859
138,34,879517412.0,1,26860
138,66,879517412.0,1,26861
138,220,879517432.0,1,26862
138,734,879517467.0,1,26863
138,367,879517467.0,1,26864
138,330,879517492.0,1,26865
138,541,879517492.0,1,26866
138,307,879517512.0,1,26867
138,357,879517540.0,1,26868
138,110,879517558.0,1,26869
138,166,879517580.0,1,26870
138,24,879517580.0,1,26871
138,156,879517600.0,1,26872
138,103,879517635.0,1,26873
138,253,879517635.0,1,26874
138,247,879517655.0,1,26875
138,203,879517655.0,1,26876
138,931,879517682.0,1,26877
138,433,879517682.0,1,26878
138,99,879517682.0,1,26879
138,238,879517682.0,1,26880
138,56,879517682.0,1,26881
138,338,879517705.0,1,26882
138,669,879517721.0,1,26883
138,480,879517741.0,1,26884
138,418,879517742.0,1,26885
138,320,879517761.0,1,26886
138,1090,879517761.0,1,26887
138,82,879517762.0,1,26888
138,423,879517779.0,1,26889
138,88,879517801.0,1,26890
138,518,879517802.0,1,26891
138,309,879517822.0,1,26892
138,52,879517860.0,1,26893
138,272,879517893.0,1,26894
138,198,879517911.0,1,26895
138,191,879517911.0,1,26896
138,181,879517943.0,1,26897
138,401,879517943.0,1,26898
138,179,879517943.0,1,26899
138,33,879517964.0,1,26900
138,657,879517964.0,1,26901
138,875,879517994.0,1,26902
138,1049,879517994.0,1,26903
138,77,879517994.0,1,26904
138,209,879518018.0,1,26905
138,472,879518018.0,1,26906
138,86,879518042.0,1,26907
138,317,879518042.0,1,26908
138,6,879518042.0,1,26909
138,1024,879518060.0,1,26910
138,26,879518080.0,1,26911
138,49,879518080.0,1,26912
138,135,879518107.0,1,26913
138,895,879518107.0,1,26914
138,615,879518107.0,1,26915
138,984,879518107.0,1,26916
138,231,879518126.0,1,26917
138,465,879518143.0,1,26918
138,337,879518166.0,1,26919
138,758,879518166.0,1,26920
138,22,879518166.0,1,26921
138,283,879518233.0,1,26922
138,877,879518233.0,1,26923
138,354,879518233.0,1,26924
138,93,879518233.0,1,26925
138,321,879518257.0,1,26926
138,374,879518257.0,1,26927
138,693,879518257.0,1,26928
138,746,879518257.0,1,26929
138,462,879518279.0,1,26930
138,1037,879518298.0,1,26931
138,435,879518319.0,1,26932
138,136,879518319.0,1,26933
138,726,879518339.0,1,26934
138,363,879518339.0,1,26935
138,396,879518359.0,1,26936
138,345,879518378.0,1,26937
138,347,879518378.0,1,26938
138,150,879518395.0,1,26939
138,182,879518414.0,1,26940
138,456,879518430.0,1,26941
138,1179,879518455.0,1,26942
138,573,879518455.0,1,26943
138,403,879518455.0,1,26944
138,424,879518474.0,1,26945
138,552,879518528.0,1,26946
138,377,879518528.0,1,26947
138,749,879518546.0,1,26948
138,47,879518568.0,1,26949
138,281,879518568.0,1,26950
138,874,879518590.0,1,26951
138,590,879518590.0,1,26952
138,385,879518590.0,1,26953
138,580,879518607.0,1,26954
138,707,879518630.0,1,26955
138,7,879518630.0,1,26956
138,70,879518630.0,1,26957
138,835,879518654.0,1,26958
138,142,879518674.0,1,26959
138,768,879518674.0,1,26960
138,1008,879518696.0,1,26961
138,421,879518696.0,1,26962
138,549,879518714.0,1,26963
138,526,879518715.0,1,26964
138,412,879518739.0,1,26965
138,852,879518780.0,1,26966
138,25,879518780.0,1,26967
138,46,879518800.0,1,26968
138,375,879518801.0,1,26969
138,293,879518820.0,1,26970
138,813,879518821.0,1,26971
138,23,879518840.0,1,26972
138,114,879518864.0,1,26973
138,8,879518864.0,1,26974
138,458,879518864.0,1,26975
138,1019,879518881.0,1,26976
138,65,879518900.0,1,26977
138,945,879518932.0,1,26978
138,208,879518960.0,1,26979
138,143,879518978.0,1,26980
138,556,879519009.0,1,26981
138,76,879519010.0,1,26982
138,1217,879519026.0,1,26983
138,834,879519042.0,1,26984
138,1136,879519180.0,1,26985
138,514,879519237.0,1,26986
138,1162,879519237.0,1,26987
138,193,879519265.0,1,26988
138,812,879519266.0,1,26989
138,607,879519308.0,1,26990
138,1092,879519354.0,1,26991
138,205,879519390.0,1,26992
138,628,879519438.0,1,26993
138,425,879519438.0,1,26994
138,1227,879519473.0,1,26995
138,555,879519473.0,1,26996
138,799,879519501.0,1,26997
138,551,879519528.0,1,26998
138,527,879519528.0,1,26999
138,1214,879519529.0,1,27000
138,217,879519555.0,1,27001
138,411,879519556.0,1,27002
138,91,879519556.0,1,27003
138,196,879519556.0,1,27004
138,622,879519556.0,1,27005
138,529,879519556.0,1,27006
138,260,879519556.0,1,27007
138,428,879519556.0,1,27008
138,92,879519556.0,1,27009
138,1016,879519556.0,1,27010
17,95,879520305.0,1,27011
17,251,879520306.0,1,27012
17,289,879520306.0,1,27013
17,339,879520306.0,1,27014
17,1027,879520306.0,1,27015
17,488,879520743.0,1,27016
17,99,879520743.0,1,27017
17,359,879520813.0,1,27018
17,189,879520813.0,1,27019
17,431,879520813.0,1,27020
17,622,879520813.0,1,27021
17,297,879520916.0,1,27022
17,537,879520916.0,1,27023
17,240,879520916.0,1,27024
17,256,879520916.0,1,27025
17,174,879520916.0,1,27026
17,101,879520916.0,1,27027
17,225,879520916.0,1,27028
17,100,879520991.0,1,27029
17,538,879520991.0,1,27030
17,9,879520991.0,1,27031
17,629,879520991.0,1,27032
17,6,879520991.0,1,27033
17,62,879521087.0,1,27034
17,66,879521088.0,1,27035
17,694,879521088.0,1,27036
17,135,879521088.0,1,27037
17,321,879521088.0,1,27038
17,156,879521088.0,1,27039
17,307,879521088.0,1,27040
17,29,879521167.0,1,27041
17,753,879521167.0,1,27042
17,108,879521167.0,1,27043
17,125,879521167.0,1,27044
17,936,879521167.0,1,27045
17,730,879521253.0,1,27046
17,185,879521253.0,1,27047
17,979,879521253.0,1,27048
17,361,879521254.0,1,27049
17,693,879521254.0,1,27050
17,1028,879521254.0,1,27051
17,367,879521254.0,1,27052
17,217,879521328.0,1,27053
17,660,879521328.0,1,27054
17,200,879521328.0,1,27055
17,186,879521329.0,1,27056
17,31,879521329.0,1,27057
17,492,879521329.0,1,27058
17,275,879521329.0,1,27059
17,96,879521329.0,1,27060
17,52,879521396.0,1,27061
17,347,879521396.0,1,27062
17,357,879521396.0,1,27063
17,329,879521396.0,1,27064
17,5,879521396.0,1,27065
17,47,879521397.0,1,27066
17,161,879521474.0,1,27067
17,982,879521474.0,1,27068
17,618,879521474.0,1,27069
17,657,879521474.0,1,27070
17,118,879521474.0,1,27071
17,408,879521474.0,1,27072
17,356,879521475.0,1,27073
17,611,879521475.0,1,27074
17,697,879521531.0,1,27075
17,288,879521595.0,1,27076
17,91,879521595.0,1,27077
17,191,879521595.0,1,27078
17,561,879521596.0,1,27079
17,111,879521657.0,1,27080
17,112,879521657.0,1,27081
17,571,879521657.0,1,27082
17,26,879521719.0,1,27083
17,389,879521719.0,1,27084
17,260,879521719.0,1,27085
17,254,879521856.0,1,27086
17,599,879521856.0,1,27087
17,216,879521936.0,1,27088
17,105,879521936.0,1,27089
17,239,879521936.0,1,27090
17,93,879521936.0,1,27091
17,142,879521937.0,1,27092
17,235,879522021.0,1,27093
17,273,879522021.0,1,27094
17,366,879522021.0,1,27095
17,592,879522021.0,1,27096
17,460,879522085.0,1,27097
17,317,879522158.0,1,27098
17,506,879522158.0,1,27099
17,284,879522240.0,1,27100
17,64,879522240.0,1,27101
17,866,879522240.0,1,27102
17,423,879522324.0,1,27103
17,471,879522324.0,1,27104
17,247,879522324.0,1,27105
17,345,879522445.0,1,27106
17,496,879522445.0,1,27107
737,48,879522681.0,1,27108
737,157,879522681.0,1,27109
737,269,879522753.0,1,27110
737,568,879522781.0,1,27111
737,98,879522814.0,1,27112
737,860,879522814.0,1,27113
17,94,879522819.0,1,27114
17,476,879522819.0,1,27115
17,201,879522819.0,1,27116
737,51,879522839.0,1,27117
737,175,879522872.0,1,27118
737,376,879522872.0,1,27119
737,343,879522906.0,1,27120
17,1151,879522916.0,1,27121
17,557,879522917.0,1,27122
17,390,879522917.0,1,27123
17,479,879523104.0,1,27124
17,154,879523104.0,1,27125
17,547,879523104.0,1,27126
17,145,879523104.0,1,27127
17,54,879523104.0,1,27128
17,436,879523104.0,1,27129
737,360,879523187.0,1,27130
737,0,879523187.0,1,27131
737,60,879523187.0,1,27132
737,652,879523187.0,1,27133
737,289,879523187.0,1,27134
737,95,879523187.0,1,27135
737,491,879523187.0,1,27136
737,1,879523187.0,1,27137
737,751,879523187.0,1,27138
737,1405,879523187.0,1,27139
17,583,879523243.0,1,27140
17,567,879523575.0,1,27141
17,34,879523575.0,1,27142
17,767,879523575.0,1,27143
17,220,879523575.0,1,27144
17,456,879523576.0,1,27145
17,405,879523576.0,1,27146
17,166,879523785.0,1,27147
17,137,879523785.0,1,27148
468,244,879523802.0,1,27149
468,239,879523802.0,1,27150
468,456,879523802.0,1,27151
468,618,879523802.0,1,27152
468,225,879523803.0,1,27153
764,751,879523820.0,1,27154
764,48,879523820.0,1,27155
764,117,879523820.0,1,27156
129,98,879523838.0,1,27157
129,289,879523838.0,1,27158
129,157,879523838.0,1,27159
129,1,879523860.0,1,27160
468,541,879523891.0,1,27161
468,221,879523891.0,1,27162
468,508,879523891.0,1,27163
129,251,879523900.0,1,27164
129,175,879523925.0,1,27165
129,404,879523925.0,1,27166
129,652,879523942.0,1,27167
468,949,879523947.0,1,27168
468,230,879523947.0,1,27169
468,503,879523947.0,1,27170
129,814,879523998.0,1,27171
468,275,879524006.0,1,27172
468,367,879524006.0,1,27173
17,238,879524007.0,1,27174
17,53,879524007.0,1,27175
17,469,879524007.0,1,27176
17,938,879524007.0,1,27177
17,50,879524007.0,1,27178
17,528,879524007.0,1,27179
17,293,879524008.0,1,27180
468,241,879524062.0,1,27181
468,936,879524062.0,1,27182
468,260,879524062.0,1,27183
468,538,879524062.0,1,27184
129,623,879524088.0,1,27185
129,200,879524088.0,1,27186
129,299,879524088.0,1,27187
129,31,879524088.0,1,27188
129,101,879524088.0,1,27189
129,844,879524089.0,1,27190
129,66,879524108.0,1,27191
468,34,879524116.0,1,27192
468,1047,879524116.0,1,27193
468,5,879524117.0,1,27194
468,965,879524117.0,1,27195
129,321,879524130.0,1,27196
129,622,879524131.0,1,27197
129,260,879524131.0,1,27198
129,91,879524150.0,1,27199
129,78,879524151.0,1,27200
129,24,879524151.0,1,27201
129,533,879524173.0,1,27202
129,561,879524173.0,1,27203
129,457,879524174.0,1,27204
468,1481,879524177.0,1,27205
468,496,879524177.0,1,27206
468,174,879524177.0,1,27207
468,321,879524178.0,1,27208
468,203,879524178.0,1,27209
468,485,879524178.0,1,27210
129,625,879524199.0,1,27211
129,1151,879524199.0,1,27212
129,465,879524199.0,1,27213
129,502,879524199.0,1,27214
129,471,879524199.0,1,27215
17,438,879524215.0,1,27216
17,262,879524216.0,1,27217
17,231,879524216.0,1,27218
17,179,879524216.0,1,27219
17,646,879524216.0,1,27220
17,58,879524216.0,1,27221
129,307,879524222.0,1,27222
129,222,879524222.0,1,27223
129,5,879524222.0,1,27224
129,180,879524222.0,1,27225
468,673,879524241.0,1,27226
129,288,879524244.0,1,27227
129,729,879524244.0,1,27228
129,174,879524244.0,1,27229
468,669,879524266.0,1,27230
129,277,879524268.0,1,27231
129,612,879524268.0,1,27232
129,586,879524268.0,1,27233
129,550,879524268.0,1,27234
17,725,879524291.0,1,27235
17,354,879524291.0,1,27236
17,244,879524291.0,1,27237
17,309,879524291.0,1,27238
17,920,879524291.0,1,27239
17,320,879524291.0,1,27240
17,81,879524291.0,1,27241
17,550,879524292.0,1,27242
17,342,879524292.0,1,27243
129,311,879524293.0,1,27244
129,1022,879524293.0,1,27245
129,936,879524293.0,1,27246
129,405,879524293.0,1,27247
468,702,879524302.0,1,27248
468,763,879524302.0,1,27249
468,238,879524302.0,1,27250
129,161,879524325.0,1,27251
129,428,879524325.0,1,27252
129,133,879524325.0,1,27253
129,254,879524326.0,1,27254
129,221,879524326.0,1,27255
129,182,879524345.0,1,27256
129,694,879524345.0,1,27257
129,9,879524345.0,1,27258
129,297,879524368.0,1,27259
129,63,879524368.0,1,27260
129,1026,879524368.0,1,27261
129,191,879524368.0,1,27262
468,753,879524376.0,1,27263
468,36,879524376.0,1,27264
17,433,879524393.0,1,27265
17,794,879524393.0,1,27266
129,52,879524394.0,1,27267
129,392,879524394.0,1,27268
129,225,879524394.0,1,27269
129,1071,879524394.0,1,27270
129,347,879524419.0,1,27271
129,436,879524419.0,1,27272
129,584,879524419.0,1,27273
129,547,879524420.0,1,27274
129,244,879524420.0,1,27275
129,295,879524443.0,1,27276
129,93,879524443.0,1,27277
129,89,879524443.0,1,27278
129,34,879524443.0,1,27279
129,96,879524443.0,1,27280
129,186,879524471.0,1,27281
129,506,879524471.0,1,27282
129,418,879524471.0,1,27283
129,118,879524471.0,1,27284
129,235,879524472.0,1,27285
129,822,879524472.0,1,27286
468,687,879524485.0,1,27287
468,867,879524485.0,1,27288
129,217,879524491.0,1,27289
129,32,879524491.0,1,27290
129,873,879524491.0,1,27291
17,586,879524504.0,1,27292
17,296,879524504.0,1,27293
17,908,879524504.0,1,27294
17,888,879524504.0,1,27295
17,368,879524504.0,1,27296
129,49,879524514.0,1,27297
129,496,879524514.0,1,27298
129,748,879524514.0,1,27299
129,384,879524514.0,1,27300
129,129,879524514.0,1,27301
129,239,879524536.0,1,27302
129,537,879524536.0,1,27303
129,241,879524563.0,1,27304
129,669,879524563.0,1,27305
129,275,879524563.0,1,27306
129,590,879524564.0,1,27307
17,705,879524579.0,1,27308
129,240,879524585.0,1,27309
129,687,879524585.0,1,27310
129,677,879524586.0,1,27311
129,473,879524586.0,1,27312
129,185,879524586.0,1,27313
129,111,879524610.0,1,27314
129,209,879524610.0,1,27315
129,50,879524610.0,1,27316
129,693,879524611.0,1,27317
129,36,879524641.0,1,27318
129,247,879524641.0,1,27319
129,1241,879524642.0,1,27320
129,156,879524642.0,1,27321
129,256,879524642.0,1,27322
129,88,879524642.0,1,27323
129,112,879524642.0,1,27324
129,28,879524642.0,1,27325
17,114,879524643.0,1,27326
17,480,879524643.0,1,27327
17,56,879524643.0,1,27328
17,1245,879524644.0,1,27329
129,438,879524669.0,1,27330
129,920,879524669.0,1,27331
129,100,879524669.0,1,27332
129,485,879524669.0,1,27333
129,856,879524669.0,1,27334
129,67,879524712.0,1,27335
129,864,879524713.0,1,27336
129,166,879524713.0,1,27337
129,401,879524713.0,1,27338
129,1108,879524713.0,1,27339
17,1016,879524718.0,1,27340
129,500,879524738.0,1,27341
129,454,879524738.0,1,27342
129,333,879524738.0,1,27343
129,877,879524760.0,1,27344
129,660,879524760.0,1,27345
129,103,879524760.0,1,27346
129,460,879524778.0,1,27347
129,276,879524778.0,1,27348
129,238,879524778.0,1,27349
17,453,879524790.0,1,27350
17,32,879524790.0,1,27351
129,108,879524797.0,1,27352
129,220,879524797.0,1,27353
129,619,879524819.0,1,27354
129,29,879524819.0,1,27355
129,231,879524819.0,1,27356
129,390,879524849.0,1,27357
129,567,879524849.0,1,27358
129,801,879524849.0,1,27359
129,913,879524849.0,1,27360
129,315,879524849.0,1,27361
129,754,879524849.0,1,27362
129,821,879524849.0,1,27363
129,135,879524878.0,1,27364
129,56,879524878.0,1,27365
129,68,879524879.0,1,27366
129,216,879524879.0,1,27367
129,1090,879524879.0,1,27368
17,211,879524892.0,1,27369
17,783,879524892.0,1,27370
17,529,879524892.0,1,27371
129,475,879524900.0,1,27372
129,705,879524900.0,1,27373
129,611,879524900.0,1,27374
129,188,879524921.0,1,27375
129,199,879524921.0,1,27376
129,47,879524922.0,1,27377
129,423,879524947.0,1,27378
129,452,879524947.0,1,27379
129,154,879524947.0,1,27380
129,314,879524947.0,1,27381
129,616,879524948.0,1,27382
129,772,879524974.0,1,27383
129,291,879524974.0,1,27384
129,488,879524974.0,1,27385
129,99,879524974.0,1,27386
129,781,879524974.0,1,27387
129,110,879525002.0,1,27388
129,21,879525002.0,1,27389
129,113,879525002.0,1,27390
129,509,879525002.0,1,27391
129,534,879525002.0,1,27392
129,12,879525002.0,1,27393
129,544,879525002.0,1,27394
129,357,879525034.0,1,27395
129,887,879525035.0,1,27396
129,318,879525035.0,1,27397
129,302,879525035.0,1,27398
129,470,879525035.0,1,27399
129,264,879525054.0,1,27400
129,403,879525054.0,1,27401
129,503,879525075.0,1,27402
129,546,879525075.0,1,27403
129,442,879525075.0,1,27404
468,905,879525237.0,1,27405
468,384,879525237.0,1,27406
468,329,879525237.0,1,27407
17,349,879525342.0,1,27408
468,188,879525373.0,1,27409
468,189,879525373.0,1,27410
17,226,879525624.0,1,27411
17,714,879525624.0,1,27412
227,331,879525672.0,1,27413
227,157,879525672.0,1,27414
227,40,879525672.0,1,27415
227,48,879525672.0,1,27416
227,960,879525672.0,1,27417
227,860,879525672.0,1,27418
227,60,879525673.0,1,27419
227,814,879525673.0,1,27420
227,98,879525673.0,1,27421
17,424,879525695.0,1,27422
17,835,879525695.0,1,27423
227,135,879525706.0,1,27424
227,189,879525706.0,1,27425
227,52,879525738.0,1,27426
227,529,879525756.0,1,27427
17,80,879525761.0,1,27428
17,758,879525761.0,1,27429
17,272,879525761.0,1,27430
227,166,879525778.0,1,27431
227,191,879525799.0,1,27432
227,68,879525799.0,1,27433
227,948,879525832.0,1,27434
227,277,879525832.0,1,27435
227,179,879525855.0,1,27436
17,138,879525876.0,1,27437
17,79,879525876.0,1,27438
17,473,879525876.0,1,27439
17,632,879525876.0,1,27440
227,351,879525894.0,1,27441
227,623,879525894.0,1,27442
227,654,879525922.0,1,27443
227,629,879525961.0,1,27444
227,200,879525961.0,1,27445
227,101,879525961.0,1,27446
227,619,879525987.0,1,27447
227,12,879525987.0,1,27448
227,311,879526007.0,1,27449
227,359,879526046.0,1,27450
227,50,879526046.0,1,27451
17,8,879527145.0,1,27452
17,84,879527145.0,1,27453
17,556,879527145.0,1,27454
17,16,879527146.0,1,27455
17,435,879527263.0,1,27456
17,973,879527263.0,1,27457
17,323,879527263.0,1,27458
17,291,879527264.0,1,27459
17,172,879527421.0,1,27460
17,746,879527421.0,1,27461
17,465,879527421.0,1,27462
17,7,879527513.0,1,27463
17,1049,879527514.0,1,27464
17,401,879527514.0,1,27465
17,374,879527584.0,1,27466
17,82,879527725.0,1,27467
17,46,879527725.0,1,27468
17,468,879527865.0,1,27469
17,1112,879527865.0,1,27470
17,61,879527865.0,1,27471
17,743,879527999.0,1,27472
17,1003,879527999.0,1,27473
17,363,879528000.0,1,27474
17,587,879528106.0,1,27475
17,14,879528342.0,1,27476
129,867,879528418.0,1,27477
129,258,879528418.0,1,27478
129,1016,879528438.0,1,27479
129,1397,879528438.0,1,27480
17,417,879528454.0,1,27481
129,337,879528459.0,1,27482
129,597,879528459.0,1,27483
129,236,879528495.0,1,27484
129,367,879528495.0,1,27485
129,86,879528496.0,1,27486
129,138,879528496.0,1,27487
129,884,879528496.0,1,27488
129,766,879528520.0,1,27489
129,283,879528520.0,1,27490
129,449,879528537.0,1,27491
17,219,879528568.0,1,27492
17,194,879528568.0,1,27493
129,750,879528570.0,1,27494
129,57,879528570.0,1,27495
129,342,879528588.0,1,27496
129,802,879528607.0,1,27497
129,949,879528607.0,1,27498
129,896,879528623.0,1,27499
129,284,879528647.0,1,27500
129,474,879528647.0,1,27501
129,635,879528673.0,1,27502
129,482,879528673.0,1,27503
129,862,879528674.0,1,27504
129,746,879528674.0,1,27505
129,528,879528692.0,1,27506
129,273,879528710.0,1,27507
129,203,879528729.0,1,27508
129,1206,879528729.0,1,27509
129,828,879528729.0,1,27510
17,414,879528752.0,1,27511
129,487,879528754.0,1,27512
129,148,879528754.0,1,27513
129,92,879528754.0,1,27514
129,377,879528754.0,1,27515
129,852,879528754.0,1,27516
129,316,879528778.0,1,27517
129,540,879528779.0,1,27518
129,394,879528779.0,1,27519
129,440,879528779.0,1,27520
129,1028,879528801.0,1,27521
129,361,879528801.0,1,27522
129,320,879528801.0,1,27523
129,989,879528819.0,1,27524
129,783,879528852.0,1,27525
129,735,879528852.0,1,27526
129,137,879528868.0,1,27527
129,476,879528890.0,1,27528
129,183,879528890.0,1,27529
129,326,879528909.0,1,27530
129,763,879528909.0,1,27531
129,556,879528909.0,1,27532
622,157,879529339.0,1,27533
17,874,879529356.0,1,27534
622,60,879529381.0,1,27535
622,72,879529406.0,1,27536
622,269,879529432.0,1,27537
622,652,879529486.0,1,27538
622,98,879529486.0,1,27539
622,1023,879529556.0,1,27540
622,117,879529556.0,1,27541
622,200,879529701.0,1,27542
622,499,879529702.0,1,27543
622,229,879529702.0,1,27544
622,49,879529702.0,1,27545
622,275,879529702.0,1,27546
622,118,879529702.0,1,27547
622,618,879529730.0,1,27548
622,273,879529730.0,1,27549
622,244,879529767.0,1,27550
622,725,879529767.0,1,27551
622,888,879529767.0,1,27552
622,561,879529767.0,1,27553
622,32,879529767.0,1,27554
622,571,879529794.0,1,27555
622,297,879529819.0,1,27556
622,843,879529855.0,1,27557
622,191,879529855.0,1,27558
622,1020,879529855.0,1,27559
622,359,879529855.0,1,27560
622,315,879529885.0,1,27561
622,356,879529916.0,1,27562
622,669,879529916.0,1,27563
622,230,879529916.0,1,27564
622,16,879529916.0,1,27565
622,62,879529916.0,1,27566
622,254,879529957.0,1,27567
622,320,879529958.0,1,27568
622,390,879529958.0,1,27569
622,538,879529986.0,1,27570
622,94,879529986.0,1,27571
622,471,879529987.0,1,27572
622,502,879530014.0,1,27573
622,239,879530015.0,1,27574
622,979,879530042.0,1,27575
622,500,879530042.0,1,27576
622,797,879530042.0,1,27577
622,271,879530071.0,1,27578
622,693,879530071.0,1,27579
622,111,879530071.0,1,27580
622,629,879530109.0,1,27581
622,288,879530110.0,1,27582
622,740,879530110.0,1,27583
622,160,879530110.0,1,27584
622,57,879530145.0,1,27585
622,473,879530146.0,1,27586
622,81,879530146.0,1,27587
622,53,879530172.0,1,27588
622,1009,879530173.0,1,27589
622,695,879530173.0,1,27590
622,408,879530205.0,1,27591
622,204,879530205.0,1,27592
622,646,879530205.0,1,27593
622,318,879530263.0,1,27594
622,9,879530263.0,1,27595
622,748,879530264.0,1,27596
622,746,879530264.0,1,27597
622,257,879530305.0,1,27598
622,128,879530305.0,1,27599
622,861,879530305.0,1,27600
622,172,879530305.0,1,27601
622,406,879530306.0,1,27602
622,1114,879530306.0,1,27603
622,337,879530346.0,1,27604
622,552,879530346.0,1,27605
622,77,879530346.0,1,27606
622,164,879530346.0,1,27607
622,195,879530408.0,1,27608
622,462,879530408.0,1,27609
622,423,879530408.0,1,27610
622,227,879530408.0,1,27611
622,703,879530408.0,1,27612
622,1180,879530463.0,1,27613
622,120,879530463.0,1,27614
622,577,879530463.0,1,27615
622,465,879530463.0,1,27616
622,647,879530463.0,1,27617
622,407,879530501.0,1,27618
622,586,879530501.0,1,27619
622,862,879530501.0,1,27620
622,492,879530536.0,1,27621
622,431,879530536.0,1,27622
622,121,879530536.0,1,27623
622,540,879530568.0,1,27624
622,366,879530568.0,1,27625
622,472,879530600.0,1,27626
622,1016,879530600.0,1,27627
622,973,879530625.0,1,27628
622,1008,879530625.0,1,27629
